id,word,phrase,meaning
002074,cautionary,cautionary signal,警示信号
002075,cautious,be cautious of,对\...\...小心；谨防
002075,cautious,cautious approach,谨慎的方法
002075,cautious,cautious optimism,谨慎乐观
002075,cautious,cautious statement,谨慎的声明
002075,cautious,extremely cautious,极其谨慎
002076,cautiously,act cautiously,谨慎行事
002076,cautiously,speak cautiously,说话谨慎
002076,cautiously,move cautiously,小心移动
002076,cautiously,proceed cautiously,谨慎前进
002076,cautiously,approach cautiously,谨慎接近
002077,cavalry,cavalry charge,骑兵冲锋
002077,cavalry,cavalry regiment,骑兵团
002077,cavalry,heavy cavalry,重骑兵
002077,cavalry,light cavalry,轻骑兵
002077,cavalry,cavalry officer,骑兵军官
002078,cave,cave in,坍塌；屈服；投降
002078,cave,cave dweller,穴居者
002078,cave,sea cave,海蚀洞；海洞
002078,cave,limestone cave,石灰岩溶洞
002078,cave,cave exploration,洞穴探险
002079,caveat,enter a caveat,提出警告
002079,caveat,caveat emptor,买主自负；购者自慎
002079,caveat,with caveat,带有警告；有附带条件
002079,caveat,issue a caveat,发布警告
002079,caveat,ignore the caveat,忽视警告
002080,cavern,limestone cavern,石灰岩洞穴
002080,cavern,underground cavern,地下洞穴
002080,cavern,huge cavern,巨大的洞穴
002080,cavern,natural cavern,天然洞穴
002080,cavern,dark cavern,黑暗的洞穴
002081,cavernous,cavernous room,大而空的房间
002081,cavernous,cavernous hall,像洞穴般的大厅
002081,cavernous,cavernous space,巨大的空间
002081,cavernous,cavernous warehouse,洞穴般的仓库
002081,cavernous,cavernous cellar,洞穴似的地窖
002082,caviar,caviar tin,鱼子酱罐头
002082,caviar,caviar extract,鱼子酱提取物
002082,caviar,caviar spoon,鱼子酱勺
002082,caviar,red caviar,红鱼子酱
002082,caviar,black caviar,黑鱼子酱
002083,cavity,oral cavity,口腔
002083,cavity,nasal cavity,鼻腔
002083,cavity,abdominal cavity,腹腔
002083,cavity,thoracic cavity,胸腔
002083,cavity,cavity wall,洞壁；腔壁
002084,cayenne,cayenne pepper,辣椒；红辣椒
002084,cayenne,cayenne sauce,辣椒酱
002084,cayenne,cayenne extract,辣椒提取物
002084,cayenne,cayenne powder,辣椒粉
002084,cayenne,cayenne tree,辣椒树
002085,cease,cease to exist,不复存在；消失
002085,cease,cease fire,停火
002085,cease,cease doing sth,停止做某事
002085,cease,without cease,不停地；不断地
002085,cease,cease and desist,（用于命令）停止（做某事）
002086,cedar,cedar wood,雪松木
002086,cedar,cedar tree,雪松
002086,cedar,red cedar,红雪松
002086,cedar,cedar oil,雪松油
002086,cedar,white cedar,白雪松
002087,cede,cede territory,割让领土
002087,cede,cede power,让权
002087,cede,cede control,放弃控制
002087,cede,cede rights,放弃权利
002087,cede,cede ownership,让出所有权
002088,ceiling,glass ceiling,无形限制，玻璃天花板（通常指对女性等在职务晋升上的无形障碍）
002088,ceiling,ceiling fan,吊扇
002088,ceiling,ceiling price,最高限价
002088,ceiling,hit the ceiling,勃然大怒
002088,ceiling,ceiling light,吊灯；天花板灯
002089,celeb,celeb gossip,名人八卦
002089,celeb,celeb party,名人聚会
002089,celeb,celeb interview,名人访谈
002089,celeb,celeb fan,名人粉丝
002089,celeb,celeb sighting,名人露面
002090,celebrate,celebrate Christmas,庆祝圣诞节
002090,celebrate,celebrate victory,庆祝胜利
002090,celebrate,celebrate a festival,庆祝节日
002090,celebrate,celebrate one\'s birthday,庆祝某人的生日
002090,celebrate,celebrate an anniversary,庆祝周年纪念日
002091,celebrated,celebrated author,著名作家
002091,celebrated,celebrated artist,著名艺术家
002091,celebrated,celebrated chef,著名厨师
002091,celebrated,celebrated musician,著名音乐家
002091,celebrated,celebrated scientist,著名科学家
002092,celebration,in celebration of,为庆祝......
002092,celebration,celebration party,庆祝派对
002092,celebration,grand celebration,盛大的庆祝活动
002092,celebration,birthday celebration,生日庆祝
002092,celebration,wedding celebration,婚礼庆典
002093,celebrity,celebrity status,名人地位
002093,celebrity,celebrity gossip,名人八卦
002093,celebrity,celebrity endorsement,名人代言
002093,celebrity,celebrity chef,名厨
002093,celebrity,celebrity culture,名人文化
002094,celery,celery salt,芹菜盐
002094,celery,celery seed,芹菜籽
002094,celery,Chinese celery,水芹
002094,celery,celery cabbage,芹菜心；芹菜包心菜
002094,celery,celery stalk,芹菜梗
002095,celestial,celestial body,天体
002095,celestial,celestial sphere,天球
002095,celestial,celestial navigation,天文导航
002095,celestial,celestial being,神仙；天人
002095,celestial,celestial mechanics,天体力学
002096,celibacy,remain in celibacy,保持独身
002096,celibacy,lead a life of celibacy,过独身生活
002096,celibacy,celibacy vow,独身誓言
002096,celibacy,practice celibacy,奉行独身
002096,celibacy,commit to celibacy,致力于独身
002097,celibate,lead a celibate life,过独身生活
002097,celibate,remain celibate,保持独身
002097,celibate,celibate vow,独身誓言
002097,celibate,celibate priest,独身牧师
002097,celibate,celibate state,独身状态
002098,cell,cell phone,手机
002098,cell,stem cell,干细胞
002098,cell,blood cell,血细胞
002098,cell,nerve cell,神经细胞
002098,cell,cell membrane,细胞膜
002099,cellar,wine cellar,酒窖
002099,cellar,cellar door,地下室的门
002099,cellar,coal cellar,煤窖
002099,cellar,root cellar,储藏根茎作物的地窖
002099,cellar,cellar window,地下室窗户
002100,cello,play the cello,演奏大提琴
002100,cello,cello concerto,大提琴协奏曲
002100,cello,cello bow,大提琴弓
002100,cello,cello case,大提琴盒
002100,cello,cello string,大提琴弦
002101,cellophane,cellophane wrapper,玻璃纸包装
002101,cellophane,cellophane tape,透明胶带
002101,cellophane,cellophane bag,玻璃纸袋
002101,cellophane,cellophane sheet,玻璃纸薄片
002101,cellophane,cellophane film,玻璃纸薄膜
002102,cellular,cellular phone,移动电话；手机
002102,cellular,cellular structure,细胞结构
002102,cellular,cellular respiration,细胞呼吸
002102,cellular,cellular immunity,细胞免疫
002102,cellular,cellular network,蜂窝网络
002103,cement,cement bond,水泥胶结
002103,cement,cement mortar,水泥砂浆
002103,cement,cement plant,水泥厂
002103,cement,cement concrete,水泥混凝土
002103,cement,portland cement,波特兰水泥；硅酸盐水泥
002104,cemetery,public cemetery,公共墓地
002104,cemetery,old cemetery,古老的墓地
002104,cemetery,cemetery plot,墓地地块
002104,cemetery,family cemetery,家族墓地
002104,cemetery,abandoned cemetery,废弃的墓地
002105,censor,film censor,电影审查员
002105,censor,censor board,审查委员会
002105,censor,censor certificate,审查证书
002105,censor,censor report,审查报告
002105,censor,censor system,审查制度
002106,censorship,media censorship,媒体审查
002106,censorship,government censorship,政府审查
002106,censorship,internet censorship,网络审查
002106,censorship,strict censorship,严格审查
002106,censorship,relax censorship,放宽审查
002107,censure,censure severely,严厉谴责
002107,censure,incur censure,招致指责
002107,censure,public censure,公众谴责
002107,censure,deserve censure,应受谴责
002107,censure,face censure,面临指责
002108,census,census data,人口普查数据
002108,census,census bureau,人口普查局
002108,census,census report,人口普查报告
002108,census,census form,人口普查表
002108,census,take a census,进行人口普查
002109,centennial,centennial anniversary,百年纪念日
002109,centennial,centennial celebration,百年庆典
002109,centennial,centennial exhibition,百年展览
002109,centennial,centennial history,百年历史
002109,centennial,centennial monument,百年纪念碑
002110,center,center on,集中在；以\...为中心
002110,center,in the center of,在\...的中心
002110,center,center around,围绕\...中心；以\...为核心
002110,center,commercial center,商业中心
002110,center,shopping center,购物中心
002111,centerpiece,centerpiece arrangement,中心装饰品布置
002111,centerpiece,wedding centerpiece,婚礼的中心装饰
002111,centerpiece,floral centerpiece,花卉中心装饰品
002111,centerpiece,table centerpiece,餐桌中心装饰品
002111,centerpiece,elegant centerpiece,优雅的中心装饰品
002112,centimeter,centimeter wave,厘米波
002112,centimeter,square centimeter,平方厘米
002112,centimeter,cubic centimeter,立方厘米
002112,centimeter,centimeter accuracy,厘米级精度
002112,centimeter,centimeter scale,厘米尺度
002113,central,central bank,中央银行
002113,central,central heating,中央供暖系统
002113,central,central processing unit,中央处理器
002113,central,central committee,中央委员会
002113,central,central location,中心位置
002114,centrality,spatial centrality,空间中心性
002114,centrality,network centrality,网络中心性
002114,centrality,centrality measure,中心性度量
002114,centrality,degree centrality,度中心性
002114,centrality,betweenness centrality,中间中心性
002115,centralization,economic centralization,经济集中化
002115,centralization,political centralization,政治集权
002115,centralization,administrative centralization,行政集中
002115,centralization,degree of centralization,集中程度
002115,centralization,process of centralization,集中化进程
002116,centralize,centralize power,集权
002116,centralize,centralize control,集中控制
002116,centralize,centralize management,集中管理
002116,centralize,centralize resources,集中资源
002116,centralize,centralize information,集中信息
002117,centralized,centralized control,集中控制
002117,centralized,centralized management,集中管理
002117,centralized,centralized system,集中式系统
002117,centralized,centralized power,中央集权
002117,centralized,centralized processing,集中处理
002118,centrally,centrally located,位于中心的
002118,centrally,centrally controlled,集中控制的
002118,centrally,centrally planned,中央计划的
002118,centrally,centrally managed,集中管理的
002118,centrally,centrally heated,集中供暖的
002119,centrifugal,centrifugal force,离心力
002119,centrifugal,centrifugal pump,离心泵
002119,centrifugal,centrifugal machine,离心机
002119,centrifugal,centrifugal governor,离心调速器
002119,centrifugal,centrifugal clutch,离心式离合器
002120,centrist,centrist position,中间派立场
002120,centrist,centrist party,中间党派
002120,centrist,centrist ideology,中间派思想
002120,centrist,centrist view,中间派观点
002120,centrist,centrist politician,中间派政治家
002121,century,the turn of the century,世纪之交
002121,century,for centuries,几个世纪以来
002121,century,a new century,一个新的世纪
002121,century,last century,上个世纪
002121,century,in the 21st century,在 21 世纪
002122,ceramic,ceramic tile,瓷砖
002122,ceramic,ceramic art,陶瓷艺术
002122,ceramic,ceramic material,陶瓷材料
002122,ceramic,ceramic coating,陶瓷涂层
002122,ceramic,ceramic industry,陶瓷工业
002123,ceramics,ceramic art,陶瓷艺术
002123,ceramics,ceramic tile,瓷砖
002123,ceramics,ceramic material,陶瓷材料
002123,ceramics,ceramic coating,陶瓷涂层
002123,ceramics,ceramic industry,陶瓷工业
002124,cereal,cereal bar,麦片棒；谷物棒
002124,cereal,cereal box,麦片盒；谷物盒
002124,cereal,cereal crop,谷类作物
002124,cereal,cold cereal,冷麦片
002124,cereal,hot cereal,热麦片
002125,cerebral,cerebral hemorrhage,脑出血
002125,cerebral,cerebral palsy,脑性瘫痪
002125,cerebral,cerebral cortex,大脑皮层
002125,cerebral,cerebral artery,脑动脉
002125,cerebral,cerebral thrombosis,脑血栓
002126,ceremonial,ceremonial dress,礼服
002126,ceremonial,ceremonial occasion,礼仪场合
002126,ceremonial,ceremonial speech,礼仪性演讲
002126,ceremonial,ceremonial opening,开幕式
002126,ceremonial,ceremonial function,礼仪功能
002127,ceremony,opening ceremony,开幕式
002127,ceremony,wedding ceremony,婚礼
002127,ceremony,graduation ceremony,毕业典礼
002127,ceremony,closing ceremony,闭幕式
002127,ceremony,award ceremony,颁奖典礼
002128,certain,for certain,肯定；确凿地
002128,certain,make certain,弄清楚；确保
002128,certain,a certain degree,一定程度
002128,certain,be certain of,确信；对\...\...有把握
002128,certain,a certain amount of,一定数量的
002129,certainly,certainly not,当然不
002129,certainly,almost certainly,几乎肯定
002129,certainly,for certain,肯定；确凿地
002129,certainly,make certain,弄清楚；确保
002129,certainly,be certain of,确信；对\...有把握
002130,certainty,with certainty,确定地；肯定地
002130,certainty,beyond certainty,毫无疑问；确定无疑
002130,certainty,degree of certainty,确定性程度
002130,certainty,a certainty of success,成功的确定性
002130,certainty,reach certainty,达到确定
002131,certificate,birth certificate,出生证明
002131,certificate,marriage certificate,结婚证书
002131,certificate,certificate of deposit,存款单
002131,certificate,certificate of origin,原产地证书
002131,certificate,qualification certificate,资格证书
002132,certification,quality certification,质量认证
002132,certification,professional certification,专业认证
002132,certification,product certification,产品认证
002132,certification,certification process,认证过程
002132,certification,obtain certification,获得认证
002133,certified,certified public accountant,注册会计师
002133,certified,certified copy,经核证的副本
002133,certified,certified cheque,保付支票
002133,certified,certified mail,挂号邮件
002133,certified,certified teacher,有证书的教师
002134,certify,certify to,书面证明；证实
002134,certify,certify of,证明；保证
002134,certify,certify that,证明；证实
002134,certify,be certified,被证明；被认证
002134,certify,certify something as,证明某物为
002135,cervical,cervical cancer,宫颈癌
002135,cervical,cervical vertebra,颈椎
002135,cervical,cervical smear,宫颈涂片
002135,cervical,cervical spine,颈椎
002135,cervical,cervical lymph node,颈部淋巴结
002136,cessation,cessation of hostilities,停止敌对行动
002136,cessation,cessation of business,停业
002136,cessation,cessation of smoking,戒烟
002136,cessation,cessation of work,停工
002136,cessation,cessation of rain,雨停
002137,chafe,chafe at,因\...而恼怒；因\...而不耐烦
002137,chafe,chafe under,因\...而感到恼怒；因\...而感到烦恼
002137,chafe,chafe one\'s hands,搓手（表示焦急、不耐烦或兴奋）
002137,chafe,chafe the skin,擦伤皮肤
002137,chafe,chafe against,（因摩擦）磨损；（因受限制而）恼怒
002138,chagrin,in chagrin,懊恼地；沮丧地
002138,chagrin,feel chagrin,感到懊恼；感到沮丧
002138,chagrin,express chagrin,表达懊恼；表示沮丧
002138,chagrin,much chagrin,非常懊恼；十分沮丧
002138,chagrin,cause chagrin,引起懊恼；导致沮丧
002139,chain,chain reaction,连锁反应
002139,chain,food chain,食物链
002139,chain,chain store,连锁店
002139,chain,chain letter,连锁信
002139,chain,ball and chain,沉重的负担；束缚
002140,chainsaw,chainsaw massacre,电锯大屠杀
002140,chainsaw,electric chainsaw,电动链锯
002140,chainsaw,chainsaw operator,链锯操作员
002140,chainsaw,gasoline chainsaw,汽油链锯
002140,chainsaw,chainsaw blade,链锯刀片
002141,chair,armchair,扶手椅
002141,chair,rocking chair,摇椅
002141,chair,dining chair,餐椅
002141,chair,office chair,办公椅
002141,chair,wheelchair,轮椅
002142,chairman,board chairman,董事会主席
002142,chairman,honorary chairman,名誉主席
002142,chairman,chairman of the committee,委员会主席
002142,chairman,former chairman,前任主席
002142,chairman,acting chairman,代理主席
002143,chairmanship,hold the chairmanship,担任主席职位
002143,chairmanship,assume chairmanship,承担主席职务
002143,chairmanship,vacate the chairmanship,辞去主席职位
002143,chairmanship,competitive chairmanship,竞争主席职位
002143,chairmanship,honorary chairmanship,名誉主席职位
002144,chairperson,elected chairperson,当选的主席
002144,chairperson,company chairperson,公司董事长
002144,chairperson,honorary chairperson,名誉主席
002144,chairperson,board chairperson,董事会主席
002144,chairperson,female chairperson,女主席
002145,chairwoman,elected chairwoman,当选的女主席
002145,chairwoman,company chairwoman,公司女董事长
002145,chairwoman,honorable chairwoman,尊敬的女主席
002145,chairwoman,former chairwoman,前任女主席
002145,chairwoman,new chairwoman,新的女主席
002146,chalk,chalk up,归因于；取得；记下
002146,chalk,chalk out,用粉笔画出；规划
002146,chalk,chalk and cheese,截然不同；天壤之别
002146,chalk,a piece of chalk,一支粉笔
002146,chalk,write in chalk,用粉笔写
002147,chalkboard,write on the chalkboard,在黑板上写字
002147,chalkboard,clean the chalkboard,擦黑板
002147,chalkboard,look at the chalkboard,看黑板
002147,chalkboard,point to the chalkboard,指向黑板
002147,chalkboard,erase the chalkboard,擦掉黑板上的（字等）
002148,challenge,face a challenge,面临挑战
002148,challenge,meet the challenge,迎接挑战
002148,challenge,pose a challenge,构成挑战
002148,challenge,accept a challenge,接受挑战
002148,challenge,overcome a challenge,克服挑战
002149,challenger,title challenger,冠军挑战者
002149,challenger,serious challenger,强劲的挑战者
002149,challenger,potential challenger,潜在的挑战者
002149,challenger,political challenger,政治挑战者
002149,challenger,new challenger,新的挑战者
002150,chamber,chamber music,室内乐
002150,chamber,chamber of commerce,商会
002150,chamber,gas chamber,毒气室
002150,chamber,chamber pot,（旧时的）便盆
002150,chamber,lower chamber,下议院
002151,chameleon,color-changing chameleon,变色的变色龙
002151,chameleon,chameleon skin,变色龙的皮肤
002151,chameleon,camouflaging chameleon,伪装的变色龙
002151,chameleon,fast-moving chameleon,快速移动的变色龙
002151,chameleon,rare chameleon species,稀有的变色龙物种
002152,champ,champ at the bit,急不可耐；迫不及待
002152,champ,champing on a bit,烦躁不安；急于行动
002152,champ,champ through,用力咀嚼通过
002152,champ,champ down,用力咬下
002152,champ,champ up,兴奋起来；活跃起来
002153,champagne,champagne cocktail,香槟鸡尾酒
002153,champagne,champagne flute,香槟酒杯
002153,champagne,champagne breakfast,香槟早餐
002153,champagne,champagne supernova,香槟超新星
002153,champagne,champagne party,香槟派对
002154,champion,champion athlete,冠军运动员
002154,champion,champion cause,支持事业
002154,champion,defending champion,卫冕冠军
002154,champion,world champion,世界冠军
002154,champion,champion boxer,拳击冠军
002155,championship,national championship,全国锦标赛
002155,championship,world championship,世界锦标赛
002155,championship,championship game,冠军赛
002155,championship,championship title,冠军头衔
002155,championship,defend the championship,卫冕冠军
002156,chance,by chance,偶然；碰巧
002156,chance,take a chance,冒险；碰运气
002156,chance,stand a chance,有希望；有可能
002156,chance,chance on/upon,偶然遇见；偶然发现
002156,chance,give sb a chance,给某人一个机会
002157,chancellor,Chancellor of the Exchequer,（英国）财政大臣
002157,chancellor,Lord Chancellor,（英国）大法官
002157,chancellor,University Chancellor,大学名誉校长
002157,chancellor,Chancellor of a diocese,（英国国教）教区大法官
002157,chancellor,Chancellor of the Order of the Garter,嘉德勋章大臣
002158,chandelier,crystal chandelier,水晶吊灯
002158,chandelier,antique chandelier,古董吊灯
002158,chandelier,modern chandelier,现代吊灯
002158,chandelier,gilded chandelier,镀金吊灯
002158,chandelier,ornate chandelier,华丽的吊灯
002159,change,change one\'s mind,改变主意
002159,change,change for the better,变好；改善
002159,change,change hands,转手；易主
002159,change,change color,变色
002159,change,change into,变成；换成
002160,channel,television channel,电视频道
002160,channel,communication channel,通信渠道
002160,channel,distribution channel,分销渠道
002160,channel,marketing channel,营销渠道
002160,channel,data channel,数据通道
002161,chant,chant along,跟着吟唱
002161,chant,chant loudly,大声吟唱
002161,chant,chant repeatedly,反复吟唱
002161,chant,chant solemnly,庄严地吟唱
002161,chant,chant rhythmically,有节奏地吟唱
002162,chaos,in chaos,处于混乱状态
002162,chaos,chaos theory,混沌理论
002162,chaos,create chaos,制造混乱
002162,chaos,total chaos,完全混乱
002162,chaos,descend into chaos,陷入混乱
002163,chaotic,chaotic situation,混乱的局面
002163,chaotic,chaotic traffic,混乱的交通
002163,chaotic,chaotic world,混乱的世界
002163,chaotic,chaotic market,混乱的市场
002163,chaotic,chaotic thoughts,混乱的思绪
002164,chapel,wedding chapel,婚礼教堂
002164,chapel,chapel service,教堂礼拜仪式
002164,chapel,hospital chapel,医院小教堂
002164,chapel,college chapel,学院教堂
002164,chapel,chapel choir,教堂唱诗班
002165,chaplain,military chaplain,随军牧师
002165,chaplain,hospital chaplain,医院牧师
002165,chaplain,prison chaplain,监狱牧师
002165,chaplain,chaplain service,牧师服务
002165,chaplain,chaplaincy duties,牧师职责
002166,chapter,chapter one,第一章
002166,chapter,a new chapter,新的篇章
002166,chapter,the final chapter,最后一章
002166,chapter,open a new chapter,开启新的篇章
002166,chapter,close a chapter,结束一个篇章
002167,char,char woman,打杂的女佣
002167,char,char work,打杂的工作
002167,char,charred wood,烧焦的木头
002167,char,charcoal burner,烧炭工人
002167,char,charitable donation,慈善捐赠
002168,character,good character,良好的性格；品德良好
002168,character,character trait,性格特点；个性特征
002168,character,main character,主要人物；主角
002168,character,build character,塑造性格；培养品格
002168,character,moral character,道德品质；品德
002169,characteristic,characteristic feature,特色；特征
002169,characteristic,characteristic curve,特性曲线
002169,characteristic,characteristic value,特征值
002169,characteristic,national characteristic,民族特色
002169,characteristic,distinctive characteristic,独特的特征
002170,characterization,characterization method,表征方法
002170,characterization,characterization test,特性测试
002170,characterization,characterization analysis,特性分析
002170,characterization,precise characterization,精确表征
002170,characterization,systematic characterization,系统表征
002171,characterize,be characterized by,具有......的特点；以......为特征
002171,characterize,characterize something as,把某物描述成......
002171,characterize,characterize someone/something,描绘某人/某物的特征
002171,characterize,characterize accurately,准确地描述
002171,characterize,characterize generally,大致描述
002172,charade,play a charade,玩猜谜游戏
002172,charade,charade of peace,和平的假象
002172,charade,charade of unity,团结的伪装
002172,charade,unmask the charade,揭露伪装
002172,charade,see through the charade,看穿骗局
002173,charcoal,charcoal drawing,炭笔画
002173,charcoal,charcoal burner,烧炭工；木炭炉
002173,charcoal,charcoal grey,深灰色；炭灰色
002173,charcoal,activated charcoal,活性炭
002173,charcoal,charcoal filter,木炭过滤器
002174,charge,in charge,负责；主管
002174,charge,take charge,掌管；负责
002174,charge,charge for,要价；收费
002174,charge,free of charge,免费
002174,charge,charge sb. with sth.,指控某人犯某事
002175,charger,battery charger,电池充电器
002175,charger,phone charger,手机充电器
002175,charger,electric charger,电动充电器
002175,charger,fast charger,快速充电器
002175,charger,wireless charger,无线充电器
002176,charging,charging station,充电站
002176,charging,charging cable,充电线
002176,charging,charging time,充电时间
002176,charging,fast charging,快速充电
002176,charging,charging system,充电系统
002177,chariot,war chariot,战车
002177,chariot,chariot race,赛车比赛
002177,chariot,royal chariot,皇家马车
002177,chariot,pull a chariot,拉一辆马车
002177,chariot,ride in a chariot,乘坐马车
002178,charisma,personal charisma,个人魅力
002178,charisma,leadership charisma,领导魅力
002178,charisma,charisma of speech,演讲魅力
002178,charisma,charisma figure,魅力人物
002178,charisma,exude charisma,散发魅力
002179,charismatic,charismatic leader,有魅力的领袖
002179,charismatic,charismatic personality,有魅力的个性
002179,charismatic,charismatic charm,魅力非凡的吸引力
002179,charismatic,charismatic speaker,有魅力的演讲者
002179,charismatic,charismatic movement,魅力运动（指具有强烈吸引力和影响力的宗教或社会运动）
002180,charitable,charitable organization,慈善组织
002180,charitable,charitable donation,慈善捐赠
002180,charitable,charitable foundation,慈善基金会
002180,charitable,charitable act,慈善行为
002180,charitable,charitable purpose,慈善目的
002181,charity,charity sale,慈善义卖
002181,charity,charity organization,慈善组织
002181,charity,charity work,慈善工作
002181,charity,charity event,慈善活动
002181,charity,in charity,出于仁慈
002182,charm,charm offensive,魅力攻势（指为了赢得他人支持或好感而采取的一系列吸引人的行动）
002182,charm,lucky charm,幸运符；幸运物
002182,charm,personal charm,个人魅力
002182,charm,animal charm,动物的魅力
002182,charm,charm bracelet,带有饰物的手镯
002183,charming,charming smile,迷人的微笑
002183,charming,charming personality,迷人的个性
002183,charming,charming scenery,迷人的景色
002183,charming,charming voice,迷人的嗓音
002183,charming,charming town,迷人的城镇
002184,chart,bar chart,条形图；柱状图
002184,chart,flow chart,流程图；作业图
002184,chart,pie chart,饼图
002184,chart,temperature chart,温度图表
002184,chart,sales chart,销售图表
002185,charter,charter flight,包机航班
002185,charter,charter school,特许学校
002185,charter,charter member,创始会员；宪章成员
002185,charter,time charter,定期租船
002185,charter,voyage charter,航次租船
002186,chartered,chartered accountant,特许会计师
002186,chartered,chartered bank,特许银行
002186,chartered,chartered flight,包机航班
002186,chartered,chartered engineer,特许工程师
002186,chartered,chartered vessel,租用船
002187,chase,chase after,追赶；追逐；追求
002187,chase,chase away,赶走；驱逐
002187,chase,chase down,追捕；追查；找到
002187,chase,give chase,追赶；追击
002187,chase,chase up,催促；追查
002188,chaser,drink chaser,喝一口酒接着喝一口水等
002188,chaser,storm chaser,风暴追逐者
002188,chaser,chaser aircraft,护航机
002188,chaser,chaser diode,箝位二极管
002188,chaser,chaser mill,随动轧机
002189,chasm,bridge the chasm,弥合差距
002189,chasm,wide chasm,宽阔的裂口
002189,chasm,deep chasm,幽深的峡谷
002189,chasm,yawning chasm,张开大口的裂隙
002189,chasm,vast chasm,巨大的深渊
002190,chassis,chassis frame,底盘车架
002190,chassis,motorcycle chassis,摩托车底盘
002190,chassis,car chassis,汽车底盘
002190,chassis,chassis design,底盘设计
002190,chassis,chassis assembly,底盘总成
002191,chastise,chastise severely,严厉地惩罚
002191,chastise,chastise publicly,公开地斥责
002191,chastise,chastise oneself,自我谴责
002191,chastise,chastise unjustly,不公正地惩罚
002191,chastise,chastise morally,从道德上谴责
002192,chastity,chastity belt,贞操带
002192,chastity,chastity vow,贞洁誓言
002192,chastity,preserve chastity,保持贞洁
002192,chastity,violate chastity,侵犯贞操
002192,chastity,chastity of mind,心灵的纯洁
002193,chat,chat room,聊天室
002193,chat,chat show,访谈节目
002193,chat,chat up,与\...搭讪；与\...调情
002193,chat,have a chat,聊一聊；谈一谈
002193,chat,chat away,闲谈；闲聊
002194,chatter,chatter away,喋喋不休地说
002194,chatter,chatter constantly,不停地唠叨
002194,chatter,chatter excitedly,兴奋地闲聊
002194,chatter,chatter idly,无所事事地闲聊
002194,chatter,chatter nervously,紧张地唠叨
002195,chauffeur,private chauffeur,私人司机
002195,chauffeur,professional chauffeur,专业司机
002195,chauffeur,chauffeur service,司机服务
002195,chauffeur,hire a chauffeur,雇用一名司机
002195,chauffeur,experienced chauffeur,经验丰富的司机
002196,cheap,cheap goods,便宜货
002196,cheap,cheap labor,廉价劳动力
002196,cheap,cheap price,低价
002196,cheap,cheap trick,卑鄙手段
002196,cheap,dirt cheap,非常便宜
002197,cheaply,buy cheaply,便宜地购买
002197,cheaply,sell cheaply,廉价出售
002197,cheaply,produce cheaply,低成本生产
002197,cheaply,travel cheaply,便宜地旅行
002197,cheaply,live cheaply,生活俭省
002198,cheat,cheat on,对\...不忠；背着\...出轨
002198,cheat,cheat death,死里逃生；逃脱死亡
002198,cheat,cheat sb. out of sth.,骗某人某物
002198,cheat,cheat in the exam,考试作弊
002198,cheat,cheat in business,在生意上欺诈
002199,cheater,card cheater,打牌作弊者
002199,cheater,exam cheater,考试作弊者
002199,cheater,tax cheater,逃税者
002199,cheater,cheater detector,作弊侦测器
002199,cheater,habitual cheater,惯骗；惯作弊者
002200,check,check in,登记；报到
002200,check,check out,结账离开；检验；合格
002200,check,check up on,监督；检查
002200,check,check into,登记入住（旅馆等）
002200,check,check over,检查；查看
002201,checkbook,checkbook balance,支票簿余额
002201,checkbook,checkbook register,支票簿登记簿
002201,checkbook,write a checkbook,填写支票簿
002201,checkbook,carry a checkbook,携带支票簿
002201,checkbook,update the checkbook,更新支票簿
002202,checked,checked pattern,格子图案
002202,checked,checked shirt,格子衬衫
002202,checked,checked luggage,托运行李
002202,checked,checked fabric,格子布
002202,checked,checked coat,格子外套
002203,checker,checker board,棋盘
002203,checker,spell checker,拼写检查器
002203,checker,checker pattern,方格图案
002203,checker,price checker,价格核对员；价格查询器
002203,checker,quality checker,质量检查员
002204,checkered,checkered flag,方格旗（用于赛车比赛等表示终点或开始）
002204,checkered,checkered career,波折的职业生涯
002204,checkered,checkered past,有污点的过去
002204,checkered,checkered pattern,方格图案
002204,checkered,checkered history,曲折的历史
002205,checkpoint,checkpoint inspection,检查站检查
002205,checkpoint,pass a checkpoint,通过检查站
002205,checkpoint,security checkpoint,安全检查站
002205,checkpoint,set up a checkpoint,设立检查站
002205,checkpoint,reach the checkpoint,到达检查站
002206,checkup,medical checkup,体格检查；健康检查
002206,checkup,routine checkup,常规检查
002206,checkup,periodic checkup,定期检查
002206,checkup,checkup visit,检查访问
002206,checkup,annual checkup,年度检查
002207,cheddar,cheddar cheese,切达干酪
002207,cheddar,mature cheddar,成熟的切达干酪
002207,cheddar,sharp cheddar,浓味切达干酪
002207,cheddar,medium cheddar,中味切达干酪
002207,cheddar,mild cheddar,淡味切达干酪
002208,cheek,cheek by jowl,紧密地；亲密地
002208,cheek,turn the other cheek,容忍；逆来顺受
002208,cheek,tongue in cheek,不当真的；半开玩笑的
002208,cheek,have the cheek to do sth,厚着脸皮做某事
002208,cheek,cheek bone,颧骨
002209,cheekbone,prominent cheekbone,突出的颧骨
002209,cheekbone,high cheekbone,高颧骨
002209,cheekbone,sharp cheekbone,锋利的颧骨
002209,cheekbone,defined cheekbone,轮廓分明的颧骨
002209,cheekbone,angular cheekbone,有棱角的颧骨
002210,cheer,cheer up,使高兴；使振奋
002210,cheer,cheer on,为\...\...加油；为\...\...喝彩
